seed,elapsed_seconds
0,0.06787729263305664
1,0.05419301986694336
2,0.0731363296508789
3,0.0459752082824707
4,0.04337430000305176
5,0.13169431686401367
6,0.059358835220336914
7,0.08043384552001953
8,0.08580374717712402
9,0.06141996383666992
10,0.06009173393249512
11,0.06037473678588867
12,0.06781625747680664
13,0.06214404106140137
14,0.06287789344787598
15,0.06420588493347168
16,0.06012916564941406
17,0.057978153228759766
18,0.06095314025878906
19,0.0574183464050293
20,0.05695343017578125
21,0.05752444267272949
22,0.061516761779785156
23,0.05900764465332031
24,0.05367684364318848
25,0.05609250068664551
26,0.05495786666870117
27,0.056067705154418945
28,0.05676078796386719
29,0.05942249298095703
30,0.06208229064941406
31,0.057582855224609375
32,0.06040668487548828
33,0.06166434288024902
34,0.06025266647338867
35,0.057372331619262695
36,0.05830550193786621
37,0.056066274642944336
38,0.05637669563293457
39,0.05687546730041504
40,0.05732083320617676
41,0.0535430908203125
42,0.057503461837768555
43,0.05759263038635254
44,0.054172515869140625
45,0.055603981018066406
46,0.05740046501159668
47,0.05796360969543457
48,0.05743527412414551
49,0.05657362937927246
50,0.05815243721008301
51,0.05694317817687988
52,0.058135986328125
53,0.05917930603027344
54,0.05710864067077637
55,0.05707192420959473
56,0.05886220932006836
57,0.05881977081298828
58,0.06067633628845215
59,0.06100344657897949
60,0.05692744255065918
61,0.05973005294799805
62,0.05989718437194824
63,0.05802178382873535
64,0.061650753021240234
65,0.058830976486206055
66,0.05827021598815918
67,0.05665016174316406
68,0.060449838638305664
69,0.05930662155151367
70,0.0607297420501709
71,0.06206083297729492
72,0.056833744049072266
73,0.06118369102478027
74,0.06242680549621582
75,0.059060096740722656
76,0.06103014945983887
77,0.05773115158081055
78,0.05921459197998047
79,0.06009078025817871
80,0.06052088737487793
81,0.057718753814697266
82,0.05882906913757324
83,0.06224417686462402
84,0.05797767639160156
85,0.05890846252441406
86,0.0596466064453125
87,0.059095144271850586
88,0.06087970733642578
89,0.05735325813293457
90,0.06110119819641113
91,0.08910608291625977
92,0.05984234809875488
93,0.05942797660827637
94,0.05715823173522949
95,0.062305450439453125
96,0.05450296401977539
97,0.05489754676818848
98,0.059014320373535156
99,0.05804610252380371
100,0.05963015556335449
101,0.06055808067321777
102,0.05637478828430176
103,0.059302330017089844
104,0.05826616287231445
105,0.05880308151245117
106,0.056845903396606445
107,0.06221508979797363
108,0.06100296974182129
109,0.05753946304321289
110,0.061789512634277344
