seed,episode,avg_abs_td
0,0,17.521484375
0,1,33.93927710974096
0,2,5.855967155397595
0,3,28.425528460090753
0,4,11.337567288313013
0,5,10.83606899216303
0,6,14.522994471975393
0,7,11.112483083469577
0,8,49.63363184252109
0,9,12.936765285133106
0,10,12.156204632663375
0,11,2.472873497557091
0,12,3.4027984603777557
0,13,8.18738290614878
0,14,16.480346834801484
0,15,4.2783844114437795
0,16,4.25382766069523
0,17,21.24824467077438
0,18,20.886734143103887
0,19,6.747450477175187
0,20,11.379782267810317
0,21,6.0595460191251895
0,22,2.7128213528957517
0,23,2.702639371775693
0,24,19.9012930121382
0,25,19.091289613400303
0,26,44.4875251635101
0,27,5.736457190076137
0,28,11.929929742439588
0,29,5.837513513951406
0,30,20.36642570450597
0,31,37.940599622506866
0,32,18.970299811253426
0,33,4.125478604159999
0,34,1.2858246209649604
0,35,21.249714193558752
0,36,5.494677411628112
0,37,16.972843218437205
0,38,23.71678475985336
0,39,3.0795476995476676
0,40,12.32579251217666
0,41,2.264193229174934
0,42,15.863488096355155
0,43,1.1074932494590586
0,44,17.129326100200693
0,45,1.5981362378762232
0,46,10.411438150253074
0,47,1.164575885442072
0,48,3.72207467479595
0,49,0.5549951213939166
0,50,14.874368798150716
0,51,21.81626015123727
0,52,10.888219420516046
0,53,14.932251375401288
0,54,1.062600589055547
0,55,38.427582039325465
0,56,7.133771143592264
0,57,0.6026325691335445
0,58,33.10008453319406
0,59,0.5458043228198323
0,60,0.1891959259562812
0,61,0.15243176192586638
0,62,0.1860037844005101
0,63,0.20709191864214102
0,64,4.989713085199954
0,65,12.79774130723546
0,66,15.002074144723258
0,67,0.4911563774331329
0,68,10.915260630636945
0,69,3.482494243779662
0,70,4.9719910493954265
0,71,6.100521827132715
0,72,1.4409027293538932
0,73,1.108485260882767
0,74,0.8568310744738683
0,75,0.7416473475584059
0,76,1.8445796957551126
0,77,0.8889242050042733
0,78,0.3759864841362206
0,79,0.33644167954275384
0,80,0.29977253067273457
0,81,3.9401543167481745
0,82,13.203356475451676
0,83,0.4953707969352224
0,84,5.567556069131497
0,85,1.6965857777543591
0,86,0.4142103910374367
0,87,0.2914030566439309
0,88,2.8882369658911613
0,89,0.23399397342371708
0,90,2.5458139059833376
0,91,0.20286379156003434
0,92,1.6709210651224158
0,93,0.23706509672752119
0,94,5.6858150088809225
0,95,0.6141489178286587
0,96,1.112397390622124
0,97,0.3317960547922804
0,98,5.412195682422083
0,99,0.35034284713298813
0,100,1.5155924843063688
0,101,1.4734760816176053
0,102,0.28496660019276937
0,103,0.2615589084942222
0,104,0.24497935336527274
0,105,0.23372692782263096
0,106,7.170578369573656
0,107,2.212786552468329
0,108,0.32437535045026017
0,109,0.31251758902709775
0,110,3.393480492265695
0,111,0.3304266396626045
0,112,0.32018169871489394
0,113,0.3090848175757
0,114,0.2952646552861653
0,115,0.278669106483651
0,116,2.9827150311192008
0,117,21.302152541157877
0,118,0.25465478749507925
0,119,0.15998447636816052
1,0,7.588504155476888
1,1,99.21484375
1,2,32.21173281804791
1,3,9.92864116397456
1,4,34.97388991839165
1,5,8.531555150742744
1,6,1.8288839650825042
1,7,18.53886247413968
1,8,8.947700692304027
1,9,13.857966255051698
1,10,21.038243146980655
1,11,14.124717863122134
1,12,7.809036091452067
1,13,70.5715271020564
1,14,48.49538233301214
1,15,27.53783054067581
1,16,8.233003984669784
1,17,34.742654527210675
1,18,25.1736156893525
1,19,9.631244825720488
1,20,19.73259526836551
1,21,11.874730730536221
1,22,34.34634720458206
1,23,3.566077854753367
1,24,16.149435054279824
1,25,21.21675879425202
1,26,7.06163049768901
1,27,10.03700664279842
1,28,9.032580523072113
1,29,2.312968211230619
1,30,12.715411210876592
1,31,18.56550665090819
1,32,29.453307987869067
1,33,6.100220435073184
1,34,15.88102086845437
1,35,25.76664126217653
1,36,14.273649347010283
1,37,14.960533589184621
1,38,12.331340227709148
1,39,15.359257961216963
1,40,2.497466683251232
1,41,21.77540774731986
1,42,53.57512650032217
1,43,1.0015963113647735
1,44,3.5418281247568046
1,45,10.971602366636143
1,46,5.362046597436755
1,47,3.818677002968843
1,48,0.6278623634278796
1,49,69.27223957808542
1,50,19.10987446410366
