seed,episode,avg_abs_td
0,0,20.8
0,1,17.5
0,2,6.118421052631579
0,3,50.5
0,4,14.928571428571429
0,5,5.960755429025424
0,6,49.65
0,7,49.55084228515625
0,8,9.641701438210227
0,9,12.077873706817627
0,10,18.66968846321106
0,11,12.796055679971522
0,12,6.0548334391442715
0,13,42.053652569651604
0,14,15.177725469143214
0,15,34.927161513478495
0,16,3.7002285338530783
0,17,5.741320549805096
0,18,45.95485890038981
0,19,13.963401180893818
0,20,7.513327435334561
0,21,33.54234012971998
0,22,4.174496086334216
0,23,1.5971140526190892
0,24,6.536622057345489
0,25,24.478383970914205
0,26,7.527771377101535
0,27,11.851644875241076
0,28,14.975783340727117
0,29,3.9378807390341537
0,30,1.0004251677196796
0,31,4.104262715221719
0,32,31.2952278593382
0,33,25.544325069127922
0,34,12.777308727925044
0,35,18.41453965283631
0,36,6.933350950430044
0,37,6.654531306247332
0,38,11.45170926332261
0,39,10.99796495412747
0,40,15.909037750303968
0,41,4.592454211823729
0,42,12.760096212952567
0,43,22.5100377866637
0,44,15.242437415487027
0,45,5.6110183905184785
0,46,3.967770762650134
0,47,13.87790137385869
0,48,6.071482504023368
0,49,45.16789546042522
0,50,12.567461005955096
0,51,32.90870918530192
0,52,6.754085871163639
0,53,7.561771603621803
0,54,5.90433091183488
0,55,27.586076829394067
0,56,10.114536655050223
0,57,8.314517342224663
0,58,8.808947458357164
0,59,17.82161192332227
0,60,28.2805313910947
0,61,9.312802681242589
0,62,9.301121951246822
0,63,15.740684303795819
0,64,29.138802873471988
0,65,7.488293153013151
0,66,3.6620535241698704
0,67,3.5930174962999466
0,68,21.316436666512907
0,69,33.82084375319579
0,70,6.077229268217951
0,71,3.083815726003354
0,72,24.286725816717308
0,73,66.22168662236695
0,74,9.5727918615368
0,75,23.116725825721414
0,76,12.079236983561962
0,77,24.941065371099683
0,78,4.7093721515559634
0,79,15.242937132481122
0,80,3.2300892734225255
0,81,4.997699039773161
0,82,7.4855296613182745
0,83,6.7378334779827
0,84,5.446148666194165
0,85,6.522837815488144
0,86,12.925549863430492
0,87,41.6947987115594
0,88,9.891004176866605
0,89,20.26896090383464
0,90,3.851939436915851
0,91,28.18266280532767
0,92,14.124980799680776
0,93,9.718142606553561
0,94,5.452516457379557
0,95,13.805997149693408
0,96,9.645035828825305
0,97,4.519552928801597
0,98,4.0841713116809935
0,99,3.1983947066509386
0,100,2.3581437094365563
0,101,13.64484183053341
0,102,5.281466154420687
0,103,2.8518577755231713
0,104,1.5596784578391503
0,105,0.8631940567594197
0,106,10.009669381951024
0,107,41.31920606819865
0,108,2.1028851249554785
0,109,7.1496088931621715
0,110,4.34090360129741
0,111,2.5104435220935777
0,112,6.4505268448254025
0,113,1.0485870263871164
0,114,0.6923077211795654
0,115,0.45109308051395786
0,116,6.656413276853181
0,117,1.333991281836368
0,118,1.1228644924550146
0,119,0.7265347155942902
1,0,5.642857142857143
1,1,99.5
1,2,9.931818181818182
1,3,50.0
1,4,49.9375
1,5,23.295454545454547
1,6,24.35625
1,7,49.671875
1,8,21.794642857142858
1,9,31.964285714285715
1,10,1.6171875
1,11,7.670024671052632
1,12,1.6750217013888888
1,13,33.643880208333336
1,14,22.27587890625
1,15,49.347574869791664
1,16,15.626079358552632
1,17,27.74052734375
1,18,23.26466064453125
1,19,2.271343231201172
1,20,22.948870572176848
1,21,26.563960075378418
1,22,19.593230883280437
1,23,8.767553488413492
1,24,17.91381757736206
1,25,4.268707019441268
1,26,10.078767240513116
1,27,1.8499755859375
1,28,28.313080657753744
1,29,20.072554005053295
1,30,14.06987162435285
1,31,46.48531356444437
1,32,17.933227644249563
1,33,10.301835194249568
1,34,12.23230450785478
1,35,5.647048293061554
1,36,9.527897067286414
1,37,17.195009776524135
1,38,15.693108940124512
1,39,22.85545467047753
1,40,8.470092415236868
1,41,11.695116815630383
1,42,8.063670963202295
1,43,22.46739011188267
1,44,18.367662588091672
1,45,57.83763526939447
1,46,5.356294238253138
1,47,4.182305289936234
1,48,8.921896217371716
1,49,13.388112468378482
1,50,5.581441475545524
1,51,28.995642714664882
1,52,9.898317854005187
1,53,7.03123984790207
1,54,14.353876004867875
1,55,47.33695322042479
1,56,11.24757041630517
1,57,36.46977876896289
1,58,11.719681068881282
1,59,11.008584783320048
1,60,24.256032411259444
1,61,5.744400212908558
1,62,4.493573547238641
1,63,7.666712763780418
1,64,18.128528852374362
1,65,5.180586406841848
1,66,17.534276477536302
1,67,35.25291795201835
1,68,21.884204741186643
1,69,30.703917164410527
1,70,36.65156964307555
1,71,8.9958680706886
1,72,8.19988108493661
1,73,9.233700772657079
1,74,19.75720865414553
1,75,4.432871567509515
1,76,7.428865840540474
1,77,23.158747404812004
1,78,4.236228039649723
1,79,11.601614894172158
1,80,22.419156155234727
1,81,19.71854129663795
1,82,7.8413833325275615
1,83,28.947757226874497
1,84,26.79567599081241
1,85,32.66493768981572
1,86,4.204142621675254
1,87,30.212524082325714
1,88,19.202679868690858
1,89,18.82662454120699
1,90,12.614695378897402
1,91,4.361560098598826
1,92,16.57748630381345
1,93,12.65047736706671
1,94,2.5966794494979024
1,95,9.104398866001354
1,96,7.9052663405409005
1,97,15.236125460163843
1,98,15.669392321052184
1,99,7.443293747271735
1,100,49.75150525691336
1,101,4.358813098732499
1,102,8.626152844791863
1,103,5.036320712528773
1,104,3.696606936357307
1,105,2.6267649202528798
1,106,1.8041273356119334
1,107,15.630921332653344
1,108,5.157364522184253
1,109,2.5116647326377515
1,110,1.3005841815274144
1,111,0.5961067034307833
1,112,5.964113666367655
1,113,2.140971439199141
1,114,10.607207753706476
1,115,2.2613584504103663
1,116,1.2574907636922248
1,117,0.8801248018270965
1,118,0.6662563150687477
1,119,0.5121932109489903
2,0,11.88888888888889
2,1,25.75
2,2,13.3125
2,3,17.416666666666668
2,4,33.583333333333336
2,5,27.1
2,6,5.76875
2,7,20.35
2,8,49.65234375
2,9,10.029052734375
2,10,14.22873263888889
2,11,17.035574776785715
2,12,25.299595424107142
2,13,4.145124162946429
2,14,27.304962158203125
2,15,26.13895263671875
2,16,4.6648110782398895
2,17,29.387975056966145
2,18,8.264597998725044
2,19,19.084735870361328
2,20,19.68541682850231
2,21,20.417074966430665
2,22,12.218347240896787
2,23,8.536231522182268
2,24,6.238043741297184
2,25,5.271536194158464
2,26,26.950209777987435
2,27,3.1985696162425614
2,28,26.367858922469168
2,29,5.015167557073503
2,30,20.967599190471084
2,31,31.97364922215335
2,32,64.2626953125
2,33,10.381375686863471
2,34,14.146259670778955
2,35,4.91095006619362
2,36,3.8903604699942473
2,37,4.974840121477702
2,38,2.6809031192329904
2,39,32.13134765625
2,40,11.161266676324642
2,41,9.350091096983054
2,42,17.278586978422016
2,43,5.862239113476427
2,44,15.448111750220411
2,45,8.470520070435354
2,46,16.759709606474175
2,47,5.320676388224959
2,48,5.091976091866035
2,49,22.673951241662046
2,50,17.10893775995591
2,51,17.456344621187583
2,52,19.48901916897012
2,53,4.377676584753357
2,54,5.068571123089848
2,55,4.634876806297814
2,56,7.850327099186581
2,57,21.447119250893593
2,58,5.110039272102728
2,59,24.65751778897124
2,60,4.667408895051313
