seed,elapsed_seconds
0,0.11867475509643555
1,0.10444855690002441
2,0.11222457885742188
3,0.10452437400817871
4,0.09597516059875488
5,0.09138774871826172
6,0.09337615966796875
7,0.11181426048278809
8,0.10590910911560059
9,0.11127543449401855
10,0.09607243537902832
11,0.10622954368591309
12,0.09998846054077148
13,0.09393477439880371
14,0.10180258750915527
15,0.0910344123840332
16,0.09911727905273438
17,0.07906842231750488
18,0.0872039794921875
19,0.12578272819519043
20,0.09879231452941895
21,0.08291816711425781
22,0.09393954277038574
23,0.09539103507995605
24,0.09378600120544434
25,0.09824872016906738
26,0.09926223754882812
27,0.08395671844482422
28,0.10263991355895996
29,0.09276700019836426
30,0.10875248908996582
31,0.07612490653991699
32,0.09440922737121582
33,0.0952916145324707
34,0.08736538887023926
35,0.10117387771606445
36,0.09836196899414062
37,0.12972497940063477
38,0.11059093475341797
39,0.08889508247375488
40,0.09451580047607422
41,0.09994983673095703
42,0.09299373626708984
43,0.09217500686645508
44,0.09922957420349121
45,0.10088133811950684
46,0.09569621086120605
47,0.10363578796386719
48,0.13103246688842773
49,0.09335851669311523
50,0.09798336029052734
51,0.08532953262329102
52,0.08636116981506348
53,0.11374449729919434
54,0.07674884796142578
55,0.09109115600585938
56,0.10065579414367676
57,0.09218621253967285
58,0.09674525260925293
59,0.10171079635620117
60,0.08945822715759277
61,0.08483672142028809
62,0.09394431114196777
63,0.09877324104309082
64,0.09429264068603516
65,0.10468411445617676
66,0.0970911979675293
67,0.08817434310913086
68,0.11122584342956543
69,0.09725689888000488
70,0.09829425811767578
71,0.14879751205444336
72,0.10274457931518555
73,0.09764552116394043
74,0.08840203285217285
75,0.0877542495727539
76,0.08523344993591309
77,0.09117460250854492
78,0.07964849472045898
79,0.09586286544799805
80,0.09479236602783203
81,0.08804869651794434
82,0.09022736549377441
83,0.09018373489379883
84,0.09789466857910156
85,0.10119795799255371
86,0.10879802703857422
87,0.08775496482849121
88,0.08719754219055176
89,0.09124040603637695
90,0.10466575622558594
91,0.10908699035644531
92,0.11005568504333496
93,0.0843510627746582
94,0.09193825721740723
95,0.08899545669555664
96,0.09323668479919434
97,0.09423470497131348
98,0.09076809883117676
99,0.08743405342102051
100,0.07453060150146484
101,0.10997843742370605
102,0.11228489875793457
103,0.10117340087890625
104,0.09955859184265137
105,0.09681940078735352
106,0.09796929359436035
107,0.0931406021118164
108,0.10149741172790527
109,0.0880126953125
110,0.09249329566955566
111,0.08724141120910645
112,0.09321427345275879
113,0.09799623489379883
114,0.09654593467712402
115,0.09829163551330566
116,0.09387087821960449
117,0.10519123077392578
118,0.08966517448425293
119,0.09367036819458008
120,0.13852262496948242
121,0.10112142562866211
122,0.1033318042755127
123,0.08444547653198242
124,0.09100580215454102
125,0.10638618469238281
126,0.0843043327331543
127,0.0872189998626709
128,0.08568310737609863
129,0.09256291389465332
130,0.08904147148132324
131,0.0821692943572998
132,0.08560800552368164
133,0.09551095962524414
134,0.09353876113891602
135,0.08890485763549805
136,0.08762001991271973
137,0.09829354286193848
138,0.09053587913513184
139,0.10003972053527832
140,0.09342312812805176
141,0.09572982788085938
142,0.08957648277282715
143,0.09468817710876465
