seed,episode,avg_abs_td
0,0,0.4980919571292874
0,1,0.9064166666666666
0,2,0.7247474392412071
0,3,0.37277777777777776
0,4,1.020619267867225
0,5,1.0056911376566464
0,6,1.0339632745106038
0,7,0.7721358179471284
0,8,0.5068342992894435
0,9,0.8576411640392311
0,10,0.9792718592771917
0,11,1.5409935486380788
0,12,0.3953412059083701
0,13,0.6821607810102018
0,14,0.4847906283406717
0,15,0.459975565024472
0,16,0.27596565891447866
0,17,0.8734461674642818
0,18,0.4495732040671811
0,19,0.5348414230254463
0,20,0.678005814590664
0,21,0.03838885920017227
0,22,0.5627341957856604
0,23,0.24059304001634835
0,24,0.16221594080861734
0,25,0.8840211510849558
0,26,0.17945699438749324
0,27,0.906997626651403
0,28,0.3045897769242468
0,29,0.4085730577396752
0,30,0.2580972225742404
0,31,0.20333461861962468
0,32,0.3116170882176175
0,33,0.4443388750402629
0,34,0.2780849224866729
0,35,0.4317444501335292
0,36,0.3582615873600016
0,37,0.37033711558156257
0,38,0.2393679980748004
0,39,0.4176824428169444
0,40,0.4391105111865043
0,41,0.3144424905162607
0,42,0.5913410805828266
0,43,0.3169287106465803
0,44,0.2752715507053933
0,45,0.1291965747921753
0,46,0.8349502227505256
0,47,0.34256827830620146
0,48,0.24769383351681304
0,49,0.13346152401787248
0,50,0.23949554905203355
0,51,0.17454580004249426
0,52,0.3872268017497611
0,53,0.43892534589956367
0,54,0.41211665372369377
0,55,0.37463925075051646
0,56,0.33052464764325584
0,57,0.4247197326430294
0,58,0.47191791127852656
0,59,0.10697368791784609
0,60,0.5735735002971615
0,61,0.17016461095881583
0,62,0.46960486006801766
0,63,0.49156120313156637
0,64,0.7115367315992317
0,65,0.29924017770146505
0,66,0.23440081048724015
0,67,0.11055525268346744
0,68,0.27360352182905656
0,69,0.21789687609464498
0,70,0.0369935433271561
0,71,0.7038367193498172
0,72,0.5417845170792457
0,73,0.6628305648573878
0,74,0.5382091231075862
0,75,0.27509530066982124
0,76,0.4884074545981677
0,77,0.7169943580467354
0,78,0.31330547808446113
0,79,0.5512630356975349
0,80,0.4192788860469106
0,81,0.36092519668583356
0,82,0.5100104913365835
0,83,0.2894647668757267
0,84,0.5452718771863078
0,85,0.2858597651909008
0,86,0.12163835824815013
0,87,0.07097953214930564
0,88,0.5030044626774801
0,89,0.3156049624140282
0,90,0.0499195873053208
0,91,0.2516671598778274
0,92,0.05495319172164352
0,93,0.02094882879249903
0,94,0.013137128343563221
0,95,0.008095991469648683
0,96,0.004916658250305239
0,97,0.3686601052340822
0,98,0.031104774989914798
0,99,0.015899298242695002
0,100,0.009345545765274974
0,101,0.6709138940111116
0,102,0.36012342742276676
0,103,0.22912729738150633
0,104,0.42123775955540743
0,105,0.05308995982799859
0,106,0.031424076926458926
0,107,0.1961138120237533
0,108,0.24190999705914779
0,109,0.02400646700372698
0,110,0.013187601244391318
0,111,0.00719674949896438
0,112,0.2332984053334214
0,113,0.014300527838067352
0,114,0.007098373856039294
0,115,0.00422287395328191
0,116,0.0024966815181393957
0,117,0.0014665772919457813
0,118,0.000855920917446167
0,119,0.0004963870340258362
1,0,0.6442883552422042
1,1,1.2077323442415608
1,2,1.068192512076127
1,3,0.5061876968392743
1,4,0.7358350554523061
1,5,0.5392057083995689
1,6,0.7390433970416367
1,7,1.3339721717435788
1,8,1.254934763946602
1,9,0.7209378949098867
1,10,0.4931234977463248
1,11,0.40946752814069315
1,12,0.11226386215450157
1,13,0.7881257452153263
1,14,1.2072410670059075
1,15,0.9181461846253379
1,16,0.9272559013442921
1,17,1.0188267635264459
1,18,0.3909531150459832
1,19,0.586496138058113
1,20,0.7474188339231207
1,21,0.5194932497989044
1,22,0.6938015749774498
1,23,0.2665234224772469
1,24,0.1688156501636076
1,25,1.7036428240749064
1,26,0.41191519299791074
1,27,0.2995488065173155
1,28,0.17630396794311143
1,29,0.30549722174634647
1,30,0.740157203853028
1,31,0.5338849412740932
1,32,0.3202907828696
1,33,0.9440631584096105
1,34,1.0898891318657398
1,35,0.4849562558404289
1,36,1.0263788985217055
1,37,0.7638104245933254
1,38,0.6351629708461557
1,39,0.49589982037799957
1,40,0.6863005237817422
1,41,0.13397006495240113
1,42,0.1022207861932555
1,43,0.20985181038543255
1,44,0.5052336273488837
1,45,0.7226398565524746
1,46,0.1687905175496684
1,47,0.4148446129534324
1,48,0.09581160303917463
1,49,0.6426356130520522
1,50,0.25097120494209796
1,51,0.4534291685786715
1,52,0.23036257775291524
1,53,0.1829240490981701
1,54,0.31434349060957806
1,55,0.4645615528406993
1,56,0.11638489506347963
1,57,0.3706636163089147
1,58,0.42095931250703733
1,59,0.6016027794691877
1,60,0.202380956645676
1,61,0.4447354935011607
1,62,0.3052071400556584
1,63,0.30205911030257676
1,64,0.23526854161274285
1,65,0.4032781827093218
1,66,0.7405428057257092
1,67,0.018768649617504945
1,68,0.19314711911438726
1,69,0.07168812217143651
1,70,0.6467242455987755
1,71,0.17107375990868096
1,72,0.4712314439065836
1,73,0.29929473312256427
1,74,0.2240462438612854
1,75,0.12461946228598658
1,76,0.4024720808062029
