episode,return,avg_td
1,-102.0,35.666666666666664
2,-107.0,24.729166666666668
3,-100.0,104.75
4,-102.0,35.666666666666664
5,-123.0,18.723958333333336
6,-107.0,22.29375
7,-101.0,35.33333333333333
8,-110.0,19.36426252319109
9,-115.0,17.57778459030635
10,-117.0,12.229998879338394
11,-113.0,15.274613301361098
12,-119.0,12.050049950427555
13,-103.0,22.610623048454364
14,-110.0,14.157106351725913
15,-103.0,34.65714285714286
16,-115.0,13.696578864304175
17,-105.0,33.607720741831606
18,-101.0,39.66131733618871
19,-116.0,9.830102573814523
20,-108.0,18.97654675554991
21,-103.0,24.777626050487374
22,-106.0,19.092988144154866
23,-115.0,13.030849285508555
24,-114.0,16.0932517316829
25,-109.0,26.608438188880406
26,-106.0,21.58961812543009
27,-123.0,13.225617974721724
28,-104.0,17.361902221844417
29,-104.0,34.24862085257956
30,-117.0,15.66649038889046
31,-109.0,12.55373377984022
32,-100.0,68.07160612258093
33,-45.0,8.78987311970398
34,-142.0,13.680567372051584
35,-29.0,19.128872826719554
36,-104.0,19.321976002918536
37,-103.0,39.11242531146708
38,-112.0,13.51843764852946
39,-107.0,13.833331848988244
40,-108.0,20.850525958695552
41,-112.0,14.926858804810674
42,-110.0,12.475013259323232
43,-104.0,18.914361531017594
44,-126.0,12.631843940483005
45,-108.0,12.573397888800827
46,-153.0,10.81779926682467
47,-113.0,17.179892188149108
48,-104.0,26.261046667400628
49,-138.0,8.439208137619552
50,-110.0,12.55758695861065
51,-104.0,17.398192086871127
52,-107.0,22.668412180779647
53,-23.0,11.928821415187878
54,-130.0,9.013639348644228
55,-101.0,34.73042722385944
56,-35.0,7.037530555567007
57,-106.0,14.65645157430383
58,-125.0,10.61233142053476
59,-102.0,23.956085785783298
60,-115.0,8.757786543356413
61,-16.0,8.62364126991325
62,-101.0,56.30368734803685
63,-118.0,10.544753289114288
64,-61.0,10.24777556472808
65,-105.0,18.530040423626808
66,-103.0,33.685572350019115
67,-103.0,24.955045350674645
68,-38.0,5.881541728452218
69,-122.0,7.878721851784999
70,-112.0,12.653490247527062
71,-132.0,6.388282415806897
72,-100.0,76.18296117642761
73,-100.0,63.79478804020732
74,-104.0,25.947987843856062
75,-126.0,8.986743711925715
76,-133.0,8.911834484426763
